sourceId,difficulty,primaryTheme,reviewStatus,legalSetup,legalSolution,lineEndsOnPlayerMove,noPrematureTerminal,uniquePositionAndLine,qualityBounds,inclusionReason
CqGxS,easy,promotion,approved,true,true,true,true,true,true,"Approved easy Promotion puzzle with popularity 100, 3949 plays, and rating deviation 75"
CwJiu,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 100, 1018 plays, and rating deviation 76"
D2goU,easy,skewer,approved,true,true,true,true,true,true,"Approved easy Skewer puzzle with popularity 100, 3159 plays, and rating deviation 75"
D5B7X,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 6776 plays, and rating deviation 76"
D6jpa,hard,fork,approved,true,true,true,true,true,true,"Approved hard Fork puzzle with popularity 100, 1091 plays, and rating deviation 77"
D8Wfd,medium,sacrifice,approved,true,true,true,true,true,true,"Approved medium Sacrifice puzzle with popularity 100, 3943 plays, and rating deviation 76"
DC32S,hard,sacrifice,approved,true,true,true,true,true,true,"Approved hard Sacrifice puzzle with popularity 98, 2137 plays, and rating deviation 76"
DEj6J,easy,discoveredAttack,approved,true,true,true,true,true,true,"Approved easy Discovered attack puzzle with popularity 100, 4762 plays, and rating deviation 76"
DMhTR,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 98, 2158 plays, and rating deviation 76"
DN6VV,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 8184 plays, and rating deviation 75"
DP2Dq,medium,mate,approved,true,true,true,true,true,true,"Approved medium Mate puzzle with popularity 100, 3567 plays, and rating deviation 77"
DSukU,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 3989 plays, and rating deviation 75"
DZ6QR,medium,mate,approved,true,true,true,true,true,true,"Approved medium Mate puzzle with popularity 100, 4614 plays, and rating deviation 75"
DdW3I,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 4958 plays, and rating deviation 75"
DlpI6,medium,sacrifice,approved,true,true,true,true,true,true,"Approved medium Sacrifice puzzle with popularity 100, 3366 plays, and rating deviation 76"
DmyL6,easy,promotion,approved,true,true,true,true,true,true,"Approved easy Promotion puzzle with popularity 100, 4083 plays, and rating deviation 75"
DsVo2,hard,sacrifice,approved,true,true,true,true,true,true,"Approved hard Sacrifice puzzle with popularity 100, 1137 plays, and rating deviation 76"
Dy3hJ,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 4453 plays, and rating deviation 76"
E3Gln,hard,deflection,approved,true,true,true,true,true,true,"Approved hard Deflection puzzle with popularity 99, 1167 plays, and rating deviation 76"
E99wO,hard,advancedPawn,approved,true,true,true,true,true,true,"Approved hard Advanced pawn tactics puzzle with popularity 98, 2079 plays, and rating deviation 77"
EFw5m,hard,pin,approved,true,true,true,true,true,true,"Approved hard Pin puzzle with popularity 99, 1317 plays, and rating deviation 75"
EGFs2,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 100, 1366 plays, and rating deviation 76"
EQFBM,medium,mate,approved,true,true,true,true,true,true,"Approved medium Mate puzzle with popularity 100, 4290 plays, and rating deviation 76"
ESKx4,medium,mate,approved,true,true,true,true,true,true,"Approved medium Mate puzzle with popularity 100, 4024 plays, and rating deviation 75"
EjlGH,medium,sacrifice,approved,true,true,true,true,true,true,"Approved medium Sacrifice puzzle with popularity 100, 3797 plays, and rating deviation 76"
Ekock,hard,pin,approved,true,true,true,true,true,true,"Approved hard Pin puzzle with popularity 98, 1127 plays, and rating deviation 78"
EoHkI,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 4501 plays, and rating deviation 77"
Et7Yv,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 98, 2053 plays, and rating deviation 76"
EtIHJ,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 4514 plays, and rating deviation 79"
EuBL3,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 100, 1072 plays, and rating deviation 75"
Euzqt,medium,sacrifice,approved,true,true,true,true,true,true,"Approved medium Sacrifice puzzle with popularity 100, 3535 plays, and rating deviation 75"
EyqYa,easy,advancedPawn,approved,true,true,true,true,true,true,"Approved easy Advanced pawn tactics puzzle with popularity 100, 16181 plays, and rating deviation 77"
F1mOR,hard,deflection,approved,true,true,true,true,true,true,"Approved hard Deflection puzzle with popularity 99, 1064 plays, and rating deviation 75"
FAMyZ,medium,deflection,approved,true,true,true,true,true,true,"Approved medium Deflection puzzle with popularity 100, 3519 plays, and rating deviation 77"
FAwQH,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 6115 plays, and rating deviation 75"
FDROe,medium,skewer,approved,true,true,true,true,true,true,"Approved medium Skewer puzzle with popularity 100, 4635 plays, and rating deviation 76"
FEyo3,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 6267 plays, and rating deviation 75"
FFwGd,easy,pin,approved,true,true,true,true,true,true,"Approved easy Pin puzzle with popularity 100, 6574 plays, and rating deviation 75"
FOdM8,easy,skewer,approved,true,true,true,true,true,true,"Approved easy Skewer puzzle with popularity 100, 3135 plays, and rating deviation 77"
FQJxQ,hard,fork,approved,true,true,true,true,true,true,"Approved hard Fork puzzle with popularity 100, 1025 plays, and rating deviation 75"
FQkqQ,hard,discoveredAttack,approved,true,true,true,true,true,true,"Approved hard Discovered attack puzzle with popularity 100, 1179 plays, and rating deviation 78"
FTAtt,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 15925 plays, and rating deviation 77"
FTWy3,medium,skewer,approved,true,true,true,true,true,true,"Approved medium Skewer puzzle with popularity 100, 2717 plays, and rating deviation 75"
FaKFb,easy,discoveredAttack,approved,true,true,true,true,true,true,"Approved easy Discovered attack puzzle with popularity 100, 9723 plays, and rating deviation 75"
FcFb8,hard,fork,approved,true,true,true,true,true,true,"Approved hard Fork puzzle with popularity 99, 1158 plays, and rating deviation 76"
FdrYT,medium,fork,approved,true,true,true,true,true,true,"Approved medium Fork puzzle with popularity 100, 4477 plays, and rating deviation 74"
Fmk3X,medium,advancedPawn,approved,true,true,true,true,true,true,"Approved medium Advanced pawn tactics puzzle with popularity 100, 3319 plays, and rating deviation 76"
FzzYv,medium,mate,approved,true,true,true,true,true,true,"Approved medium Mate puzzle with popularity 100, 5330 plays, and rating deviation 76"
G6odh,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 4276 plays, and rating deviation 78"
G6zvC,medium,discoveredAttack,approved,true,true,true,true,true,true,"Approved medium Discovered attack puzzle with popularity 100, 3416 plays, and rating deviation 75"
G7bkT,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 4712 plays, and rating deviation 75"
GBWmQ,medium,fork,approved,true,true,true,true,true,true,"Approved medium Fork puzzle with popularity 100, 3939 plays, and rating deviation 75"
GBy65,easy,promotion,approved,true,true,true,true,true,true,"Approved easy Promotion puzzle with popularity 100, 4481 plays, and rating deviation 80"
GCyZk,hard,promotion,approved,true,true,true,true,true,true,"Approved hard Promotion puzzle with popularity 98, 3140 plays, and rating deviation 75"
GIBCl,medium,mate,approved,true,true,true,true,true,true,"Approved medium Mate puzzle with popularity 100, 4679 plays, and rating deviation 76"
GTa9A,medium,deflection,approved,true,true,true,true,true,true,"Approved medium Deflection puzzle with popularity 100, 3405 plays, and rating deviation 76"
GV49f,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 4965 plays, and rating deviation 76"
GVa8M,easy,pin,approved,true,true,true,true,true,true,"Approved easy Pin puzzle with popularity 100, 4800 plays, and rating deviation 74"
GW855,easy,sacrifice,approved,true,true,true,true,true,true,"Approved easy Sacrifice puzzle with popularity 100, 4418 plays, and rating deviation 76"
GgEuS,hard,deflection,approved,true,true,true,true,true,true,"Approved hard Deflection puzzle with popularity 99, 1527 plays, and rating deviation 77"
Gi8AH,medium,discoveredAttack,approved,true,true,true,true,true,true,"Approved medium Discovered attack puzzle with popularity 100, 3353 plays, and rating deviation 76"
GjdQX,hard,skewer,approved,true,true,true,true,true,true,"Approved hard Skewer puzzle with popularity 98, 1241 plays, and rating deviation 75"
Gjrhw,easy,sacrifice,approved,true,true,true,true,true,true,"Approved easy Sacrifice puzzle with popularity 100, 10117 plays, and rating deviation 76"
GkVId,medium,fork,approved,true,true,true,true,true,true,"Approved medium Fork puzzle with popularity 100, 3823 plays, and rating deviation 76"
GqAcz,medium,mate,approved,true,true,true,true,true,true,"Approved medium Mate puzzle with popularity 100, 3354 plays, and rating deviation 76"
GrRrk,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 99, 1773 plays, and rating deviation 77"
GuRp8,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 8805 plays, and rating deviation 75"
GwNu2,hard,discoveredAttack,approved,true,true,true,true,true,true,"Approved hard Discovered attack puzzle with popularity 99, 1061 plays, and rating deviation 75"
GwlY6,medium,fork,approved,true,true,true,true,true,true,"Approved medium Fork puzzle with popularity 100, 4088 plays, and rating deviation 76"
H4EEI,easy,sacrifice,approved,true,true,true,true,true,true,"Approved easy Sacrifice puzzle with popularity 100, 4448 plays, and rating deviation 75"
H5Va4,hard,sacrifice,approved,true,true,true,true,true,true,"Approved hard Sacrifice puzzle with popularity 99, 1058 plays, and rating deviation 75"
HGb6v,medium,fork,approved,true,true,true,true,true,true,"Approved medium Fork puzzle with popularity 100, 3292 plays, and rating deviation 75"
HITmG,medium,pin,approved,true,true,true,true,true,true,"Approved medium Pin puzzle with popularity 100, 3704 plays, and rating deviation 76"
HIYZl,easy,deflection,approved,true,true,true,true,true,true,"Approved easy Deflection puzzle with popularity 100, 6542 plays, and rating deviation 75"
HO5G1,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 99, 1532 plays, and rating deviation 76"
HQ0LN,medium,sacrifice,approved,true,true,true,true,true,true,"Approved medium Sacrifice puzzle with popularity 100, 3588 plays, and rating deviation 78"
HUOjx,hard,sacrifice,approved,true,true,true,true,true,true,"Approved hard Sacrifice puzzle with popularity 99, 1238 plays, and rating deviation 75"
HX16t,medium,fork,approved,true,true,true,true,true,true,"Approved medium Fork puzzle with popularity 100, 3427 plays, and rating deviation 77"
Hdsjy,hard,skewer,approved,true,true,true,true,true,true,"Approved hard Skewer puzzle with popularity 98, 2288 plays, and rating deviation 76"
HpmqP,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 98, 2137 plays, and rating deviation 74"
Hqzec,medium,advancedPawn,approved,true,true,true,true,true,true,"Approved medium Advanced pawn tactics puzzle with popularity 100, 4884 plays, and rating deviation 76"
IA8Jb,hard,skewer,approved,true,true,true,true,true,true,"Approved hard Skewer puzzle with popularity 98, 1716 plays, and rating deviation 80"
ISOAr,easy,pin,approved,true,true,true,true,true,true,"Approved easy Pin puzzle with popularity 100, 5883 plays, and rating deviation 75"
ISYhO,medium,discoveredAttack,approved,true,true,true,true,true,true,"Approved medium Discovered attack puzzle with popularity 100, 3215 plays, and rating deviation 75"
IVVXa,hard,fork,approved,true,true,true,true,true,true,"Approved hard Fork puzzle with popularity 99, 1126 plays, and rating deviation 77"
IXqrY,easy,sacrifice,approved,true,true,true,true,true,true,"Approved easy Sacrifice puzzle with popularity 100, 15968 plays, and rating deviation 78"
IaRjY,easy,sacrifice,approved,true,true,true,true,true,true,"Approved easy Sacrifice puzzle with popularity 100, 5060 plays, and rating deviation 75"
Ie0W6,medium,deflection,approved,true,true,true,true,true,true,"Approved medium Deflection puzzle with popularity 100, 3307 plays, and rating deviation 76"
If6Nl,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 4114 plays, and rating deviation 75"
IoM2m,medium,mate,approved,true,true,true,true,true,true,"Approved medium Mate puzzle with popularity 100, 3701 plays, and rating deviation 75"
IpT4v,easy,advancedPawn,approved,true,true,true,true,true,true,"Approved easy Advanced pawn tactics puzzle with popularity 100, 4880 plays, and rating deviation 76"
It1w3,easy,pin,approved,true,true,true,true,true,true,"Approved easy Pin puzzle with popularity 100, 3770 plays, and rating deviation 75"
ItH6v,hard,advancedPawn,approved,true,true,true,true,true,true,"Approved hard Advanced pawn tactics puzzle with popularity 99, 1022 plays, and rating deviation 76"
IvTwv,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 4700 plays, and rating deviation 75"
Iw82O,medium,sacrifice,approved,true,true,true,true,true,true,"Approved medium Sacrifice puzzle with popularity 100, 4243 plays, and rating deviation 75"
IzurK,hard,discoveredAttack,approved,true,true,true,true,true,true,"Approved hard Discovered attack puzzle with popularity 98, 2058 plays, and rating deviation 76"
J5eMp,hard,fork,approved,true,true,true,true,true,true,"Approved hard Fork puzzle with popularity 98, 2747 plays, and rating deviation 75"
J5o1Y,hard,advancedPawn,approved,true,true,true,true,true,true,"Approved hard Advanced pawn tactics puzzle with popularity 100, 1109 plays, and rating deviation 77"
J6Yod,medium,skewer,approved,true,true,true,true,true,true,"Approved medium Skewer puzzle with popularity 100, 3510 plays, and rating deviation 74"
J9rSE,hard,fork,approved,true,true,true,true,true,true,"Approved hard Fork puzzle with popularity 99, 1146 plays, and rating deviation 75"
JCj1Z,medium,promotion,approved,true,true,true,true,true,true,"Approved medium Promotion puzzle with popularity 100, 4923 plays, and rating deviation 76"
JCpSd,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 4444 plays, and rating deviation 75"
JEFDK,medium,promotion,approved,true,true,true,true,true,true,"Approved medium Promotion puzzle with popularity 100, 4171 plays, and rating deviation 76"
JEpH7,easy,pin,approved,true,true,true,true,true,true,"Approved easy Pin puzzle with popularity 100, 15559 plays, and rating deviation 76"
JLlNN,medium,promotion,approved,true,true,true,true,true,true,"Approved medium Promotion puzzle with popularity 100, 3745 plays, and rating deviation 75"
JTicr,hard,discoveredAttack,approved,true,true,true,true,true,true,"Approved hard Discovered attack puzzle with popularity 100, 1167 plays, and rating deviation 76"
JZxCD,easy,pin,approved,true,true,true,true,true,true,"Approved easy Pin puzzle with popularity 100, 4181 plays, and rating deviation 75"
Jcv7e,medium,deflection,approved,true,true,true,true,true,true,"Approved medium Deflection puzzle with popularity 100, 6494 plays, and rating deviation 77"
Jgtup,hard,advancedPawn,approved,true,true,true,true,true,true,"Approved hard Advanced pawn tactics puzzle with popularity 100, 1125 plays, and rating deviation 75"
JhAms,hard,fork,approved,true,true,true,true,true,true,"Approved hard Fork puzzle with popularity 99, 1381 plays, and rating deviation 77"
JhDPO,hard,advancedPawn,approved,true,true,true,true,true,true,"Approved hard Advanced pawn tactics puzzle with popularity 98, 2294 plays, and rating deviation 75"
Jk78a,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 4335 plays, and rating deviation 76"
JnYhu,hard,sacrifice,approved,true,true,true,true,true,true,"Approved hard Sacrifice puzzle with popularity 100, 1170 plays, and rating deviation 79"
Jw0sQ,medium,fork,approved,true,true,true,true,true,true,"Approved medium Fork puzzle with popularity 100, 4499 plays, and rating deviation 74"
K2lKw,medium,promotion,approved,true,true,true,true,true,true,"Approved medium Promotion puzzle with popularity 100, 3585 plays, and rating deviation 77"
K40eT,medium,pin,approved,true,true,true,true,true,true,"Approved medium Pin puzzle with popularity 100, 4752 plays, and rating deviation 74"
K4pWF,medium,sacrifice,approved,true,true,true,true,true,true,"Approved medium Sacrifice puzzle with popularity 100, 3426 plays, and rating deviation 75"
K7u6I,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 100, 1237 plays, and rating deviation 75"
K9ND4,medium,mate,approved,true,true,true,true,true,true,"Approved medium Mate puzzle with popularity 100, 3600 plays, and rating deviation 75"
KEPe0,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 22606 plays, and rating deviation 78"
KFtaO,hard,skewer,approved,true,true,true,true,true,true,"Approved hard Skewer puzzle with popularity 97, 6003 plays, and rating deviation 75"
KKOKO,medium,discoveredAttack,approved,true,true,true,true,true,true,"Approved medium Discovered attack puzzle with popularity 100, 3800 plays, and rating deviation 75"
KMCUb,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 15019 plays, and rating deviation 75"
KRxAQ,hard,skewer,approved,true,true,true,true,true,true,"Approved hard Skewer puzzle with popularity 98, 1057 plays, and rating deviation 79"
KVeXx,hard,pin,approved,true,true,true,true,true,true,"Approved hard Pin puzzle with popularity 100, 1009 plays, and rating deviation 76"
Kpeyi,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 6491 plays, and rating deviation 75"
KxA9T,medium,promotion,approved,true,true,true,true,true,true,"Approved medium Promotion puzzle with popularity 100, 3243 plays, and rating deviation 75"
L6LHu,medium,deflection,approved,true,true,true,true,true,true,"Approved medium Deflection puzzle with popularity 100, 3829 plays, and rating deviation 75"
LEAKI,medium,sacrifice,approved,true,true,true,true,true,true,"Approved medium Sacrifice puzzle with popularity 100, 4735 plays, and rating deviation 75"
LN9uh,medium,mate,approved,true,true,true,true,true,true,"Approved medium Mate puzzle with popularity 100, 4446 plays, and rating deviation 75"
LXz5a,medium,mate,approved,true,true,true,true,true,true,"Approved medium Mate puzzle with popularity 100, 3503 plays, and rating deviation 77"
LYWrM,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 4312 plays, and rating deviation 76"
Lhf8w,hard,sacrifice,approved,true,true,true,true,true,true,"Approved hard Sacrifice puzzle with popularity 99, 1022 plays, and rating deviation 77"
Ljam0,medium,sacrifice,approved,true,true,true,true,true,true,"Approved medium Sacrifice puzzle with popularity 100, 4131 plays, and rating deviation 76"
LkHj6,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 99, 1340 plays, and rating deviation 76"
LpUg3,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 99, 2895 plays, and rating deviation 80"
LqJiU,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 100, 1522 plays, and rating deviation 76"
LqLN7,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 98, 2163 plays, and rating deviation 77"
LqNCE,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 4445 plays, and rating deviation 75"
LrDuo,hard,promotion,approved,true,true,true,true,true,true,"Approved hard Promotion puzzle with popularity 100, 1013 plays, and rating deviation 78"
LsBga,easy,promotion,approved,true,true,true,true,true,true,"Approved easy Promotion puzzle with popularity 100, 15968 plays, and rating deviation 76"
Lsi7V,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 5109 plays, and rating deviation 76"
Lw1JK,medium,mate,approved,true,true,true,true,true,true,"Approved medium Mate puzzle with popularity 100, 4323 plays, and rating deviation 75"
LyPrx,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 4277 plays, and rating deviation 75"
LyzGJ,medium,mate,approved,true,true,true,true,true,true,"Approved medium Mate puzzle with popularity 100, 4099 plays, and rating deviation 76"
LzdRh,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 5067 plays, and rating deviation 76"
M0O2S,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 7589 plays, and rating deviation 75"
M2jnL,hard,advancedPawn,approved,true,true,true,true,true,true,"Approved hard Advanced pawn tactics puzzle with popularity 98, 2634 plays, and rating deviation 77"
M3QOB,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 4077 plays, and rating deviation 75"
M5wCP,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 4122 plays, and rating deviation 75"
MAN9U,easy,discoveredAttack,approved,true,true,true,true,true,true,"Approved easy Discovered attack puzzle with popularity 100, 6892 plays, and rating deviation 77"
MBU6X,hard,advancedPawn,approved,true,true,true,true,true,true,"Approved hard Advanced pawn tactics puzzle with popularity 99, 1092 plays, and rating deviation 76"
MCnj3,medium,mate,approved,true,true,true,true,true,true,"Approved medium Mate puzzle with popularity 100, 3340 plays, and rating deviation 75"
MDqFV,hard,skewer,approved,true,true,true,true,true,true,"Approved hard Skewer puzzle with popularity 98, 1125 plays, and rating deviation 75"
MH22c,medium,sacrifice,approved,true,true,true,true,true,true,"Approved medium Sacrifice puzzle with popularity 100, 4044 plays, and rating deviation 76"
MMpv1,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 100, 1129 plays, and rating deviation 76"
MOAjJ,easy,discoveredAttack,approved,true,true,true,true,true,true,"Approved easy Discovered attack puzzle with popularity 100, 4213 plays, and rating deviation 75"
MRQUd,hard,sacrifice,approved,true,true,true,true,true,true,"Approved hard Sacrifice puzzle with popularity 98, 2542 plays, and rating deviation 74"
MU5Ze,medium,sacrifice,approved,true,true,true,true,true,true,"Approved medium Sacrifice puzzle with popularity 100, 4250 plays, and rating deviation 76"
MUmHG,medium,sacrifice,approved,true,true,true,true,true,true,"Approved medium Sacrifice puzzle with popularity 100, 3775 plays, and rating deviation 76"
MZZdi,easy,sacrifice,approved,true,true,true,true,true,true,"Approved easy Sacrifice puzzle with popularity 100, 5895 plays, and rating deviation 75"
Mesbf,medium,deflection,approved,true,true,true,true,true,true,"Approved medium Deflection puzzle with popularity 100, 3303 plays, and rating deviation 77"
MfUw1,easy,pin,approved,true,true,true,true,true,true,"Approved easy Pin puzzle with popularity 100, 4000 plays, and rating deviation 75"
Mv5vy,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 4007 plays, and rating deviation 75"
MxXN9,medium,deflection,approved,true,true,true,true,true,true,"Approved medium Deflection puzzle with popularity 100, 3918 plays, and rating deviation 75"
N0jga,hard,advancedPawn,approved,true,true,true,true,true,true,"Approved hard Advanced pawn tactics puzzle with popularity 99, 1217 plays, and rating deviation 76"
N7HyF,medium,sacrifice,approved,true,true,true,true,true,true,"Approved medium Sacrifice puzzle with popularity 100, 3456 plays, and rating deviation 79"
NDQvn,medium,promotion,approved,true,true,true,true,true,true,"Approved medium Promotion puzzle with popularity 100, 4907 plays, and rating deviation 76"
NHH1j,easy,advancedPawn,approved,true,true,true,true,true,true,"Approved easy Advanced pawn tactics puzzle with popularity 100, 15689 plays, and rating deviation 77"
NI5rt,medium,sacrifice,approved,true,true,true,true,true,true,"Approved medium Sacrifice puzzle with popularity 100, 3612 plays, and rating deviation 78"
NOZL1,hard,promotion,approved,true,true,true,true,true,true,"Approved hard Promotion puzzle with popularity 98, 1916 plays, and rating deviation 77"
NRzRW,hard,advancedPawn,approved,true,true,true,true,true,true,"Approved hard Advanced pawn tactics puzzle with popularity 98, 2129 plays, and rating deviation 77"
NpYi2,hard,pin,approved,true,true,true,true,true,true,"Approved hard Pin puzzle with popularity 98, 2534 plays, and rating deviation 75"
Nq02I,medium,deflection,approved,true,true,true,true,true,true,"Approved medium Deflection puzzle with popularity 100, 6654 plays, and rating deviation 79"
NtxBC,medium,sacrifice,approved,true,true,true,true,true,true,"Approved medium Sacrifice puzzle with popularity 100, 3444 plays, and rating deviation 78"
NxeFl,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 4099 plays, and rating deviation 76"
NyusQ,hard,sacrifice,approved,true,true,true,true,true,true,"Approved hard Sacrifice puzzle with popularity 100, 1073 plays, and rating deviation 75"
O5JsK,medium,discoveredAttack,approved,true,true,true,true,true,true,"Approved medium Discovered attack puzzle with popularity 100, 3414 plays, and rating deviation 76"
OOv3h,medium,discoveredAttack,approved,true,true,true,true,true,true,"Approved medium Discovered attack puzzle with popularity 100, 3384 plays, and rating deviation 77"
OROJW,medium,fork,approved,true,true,true,true,true,true,"Approved medium Fork puzzle with popularity 100, 4522 plays, and rating deviation 74"
OU0G0,hard,sacrifice,approved,true,true,true,true,true,true,"Approved hard Sacrifice puzzle with popularity 99, 1202 plays, and rating deviation 76"
OavA1,medium,mate,approved,true,true,true,true,true,true,"Approved medium Mate puzzle with popularity 100, 4155 plays, and rating deviation 76"
Ob6fy,medium,fork,approved,true,true,true,true,true,true,"Approved medium Fork puzzle with popularity 100, 3988 plays, and rating deviation 76"
OcUMC,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 98, 2215 plays, and rating deviation 77"
OiijI,medium,fork,approved,true,true,true,true,true,true,"Approved medium Fork puzzle with popularity 100, 3331 plays, and rating deviation 74"
OtIXv,medium,mate,approved,true,true,true,true,true,true,"Approved medium Mate puzzle with popularity 100, 3471 plays, and rating deviation 75"
OtrYO,medium,fork,approved,true,true,true,true,true,true,"Approved medium Fork puzzle with popularity 100, 3588 plays, and rating deviation 75"
Ow7pM,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 4302 plays, and rating deviation 75"
P2WmE,hard,fork,approved,true,true,true,true,true,true,"Approved hard Fork puzzle with popularity 100, 1672 plays, and rating deviation 76"
P6e8V,hard,deflection,approved,true,true,true,true,true,true,"Approved hard Deflection puzzle with popularity 99, 1080 plays, and rating deviation 75"
P7dnE,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 5142 plays, and rating deviation 76"
P9BDV,medium,pin,approved,true,true,true,true,true,true,"Approved medium Pin puzzle with popularity 100, 3280 plays, and rating deviation 76"
PH1R0,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 4785 plays, and rating deviation 80"
PH4GC,medium,fork,approved,true,true,true,true,true,true,"Approved medium Fork puzzle with popularity 100, 3527 plays, and rating deviation 76"
PPBML,easy,deflection,approved,true,true,true,true,true,true,"Approved easy Deflection puzzle with popularity 100, 4137 plays, and rating deviation 76"
PTe31,easy,promotion,approved,true,true,true,true,true,true,"Approved easy Promotion puzzle with popularity 100, 5372 plays, and rating deviation 76"
PagDL,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 99, 1163 plays, and rating deviation 80"
PcQYu,medium,sacrifice,approved,true,true,true,true,true,true,"Approved medium Sacrifice puzzle with popularity 100, 4211 plays, and rating deviation 75"
Ph8Sk,easy,discoveredAttack,approved,true,true,true,true,true,true,"Approved easy Discovered attack puzzle with popularity 100, 6541 plays, and rating deviation 75"
Psu0w,hard,promotion,approved,true,true,true,true,true,true,"Approved hard Promotion puzzle with popularity 98, 2458 plays, and rating deviation 74"
Pt42l,hard,fork,approved,true,true,true,true,true,true,"Approved hard Fork puzzle with popularity 99, 1011 plays, and rating deviation 76"
PyXxA,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 100, 1055 plays, and rating deviation 74"
Q4FZC,hard,skewer,approved,true,true,true,true,true,true,"Approved hard Skewer puzzle with popularity 100, 1242 plays, and rating deviation 76"
Q4oDR,medium,fork,approved,true,true,true,true,true,true,"Approved medium Fork puzzle with popularity 100, 6210 plays, and rating deviation 77"
Q54dg,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 5074 plays, and rating deviation 75"
Q73jX,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 4165 plays, and rating deviation 74"
Q7TcH,hard,fork,approved,true,true,true,true,true,true,"Approved hard Fork puzzle with popularity 99, 2259 plays, and rating deviation 76"
Q9Rue,easy,deflection,approved,true,true,true,true,true,true,"Approved easy Deflection puzzle with popularity 100, 4683 plays, and rating deviation 76"
